Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
30/09/2017 20:22:53,Cash,Food,Grocery,vegetables,30,Expense,INR
30/09/2017 17:03:55,Cash,Household,Kitchen,Cooktop installation+ base,600,Expense,INR
30/09/2017 10:12:34,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
30/09/2017 07:40:38,Saving Bank account 1,Interest,,interest paid,778,Income,INR
29/09/2017 21:53:47,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,60,Expense,INR
29/09/2017 21:53:28,Cash,Food,snacks,Gupta bhel,25,Expense,INR
29/09/2017 21:53:08,Cash,Food,Ice cream,Vanila cup,10,Expense,INR
29/09/2017 21:52:32,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21,Expense,INR
28/09/2017 18:32:23,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,215,Expense,INR
28/09/2017 16:58:46,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388,Expense,INR
27/09/2017 20:17:00,Cash,Household,Kirana,,312,Expense,INR
27/09/2017 15:55:05,Saving Bank account 1,Gpay Reward,,,6,Income,INR
27/09/2017 15:53:49,Saving Bank account 1,Gift,,farewell contribution,334,Expense,INR
25/09/2017 17:57:52,Saving Bank account 1,Food,fruits,half kg chiku,30,Expense,INR
25/09/2017 17:56:56,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300,Expense,INR
24/09/2017 21:05:55,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
24/09/2017 21:05:24,Cash,Transportation,Train,Place 0 to WS return,10,Expense,INR
24/09/2017 15:58:33,Credit Card,Culture,Movie,2,560,Expense,INR
24/09/2017 11:36:54,Cash,Food,Sweets,Half kg pedhe,280,Expense,INR
24/09/2017 11:36:37,Saving Bank account 1,Beauty,grooming,hair cut,100,Expense,INR
23/09/2017 21:04:58,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100,Expense,INR
22/09/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
21/09/2017 15:07:52,Cash,Other,,Umbrella cover repair,10,Expense,INR
21/09/2017 15:06:36,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
21/09/2017 12:45:28,Cash,Food,snacks,Vadapav,15,Expense,INR
21/09/2017 12:45:22,Cash,Food,Tea,,10,Expense,INR
21/09/2017 08:05:45,Cash,Transportation,Train,Place 0 to dadar return,30,Expense,INR
21/09/2017 07:52:53,Cash,Family,Pocket money,,70,Expense,INR
20/09/2017 19:14:29,Saving Bank account 1,Health,Health,Surgical gloves pair,20,Expense,INR
20/09/2017 14:01:38,Saving Bank account 1,Other,,CSR,100,Expense,INR
20/09/2017 14:01:26,Cash,Family,Pocket money,,20,Expense,INR
18/09/2017 20:35:36,Saving Bank account 1,Health,Medicine,,55,Expense,INR
18/09/2017 10:22:42,Cash,Food,fruits,half kg chiku,60,Expense,INR
18/09/2017 10:22:20,Cash,Food,fruits,Nariyal,55,Expense,INR
17/09/2017 21:47:23,Saving Bank account 1,Household,Kirana,,114,Expense,INR
17/09/2017 12:45:37,Saving Bank account 1,Health,Medicine,,151,Expense,INR
17/09/2017 10:50:40,Credit Card,Household,Kirana,Supermart,558,Expense,INR
17/09/2017 10:50:23,Saving Bank account 1,Food,Bread,,35,Expense,INR
17/09/2017 10:50:09,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
15/09/2017 22:32:40,Cash,Food,Dinner,Sugaran Kitchen,60,Expense,INR
15/09/2017 13:32:36,Saving Bank account 1,Food,Lunch,,130,Expense,INR
15/09/2017 11:48:48,Cash,Food,fruits,Nariyal,55,Expense,INR
15/09/2017 11:48:08,Saving Bank account 1,Health,Medicine,,373,Expense,INR
15/09/2017 11:47:49,Saving Bank account 1,Health,Hospital,Doctor Fees,150,Expense,INR
15/09/2017 11:46:38,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400,Expense,INR
15/09/2017 09:56:50,Saving Bank account 1,Food,Tea,2 tea parcel,24,Expense,INR
15/09/2017 09:56:30,Saving Bank account 1,Food,breakfast,2 plates poha,50,Expense,INR
15/09/2017 09:56:20,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
14/09/2017 06:21:12,Credit Card,Food,Lunch,,282,Expense,INR
14/09/2017 06:21:12,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100,Expense,INR
13/09/2017 21:24:47,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110,Expense,INR
12/9/2017,Saving Bank account 1,Gpay Reward,,,5,Income,INR
12/9/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
11/9/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,INR
11/9/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598,Expense,INR
11/9/2017,Saving Bank account 1,Family,Pocket money,,2500,Expense,INR
11/9/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
11/9/2017,Saving Bank account 1,Food,Grocery,vegetables,285,Expense,INR
11/9/2017,Cash,Transportation,train,Local pass to Family,100,Expense,INR
11/9/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
11/9/2017,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93,Expense,INR
10/9/2017,Saving Bank account 1,Household,Kirana,Supermart,514,Expense,INR
10/9/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
9/9/2017,Cash,Health,Medicine,V-wash,45,Expense,INR
8/9/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440,Expense,INR
8/9/2017,Cash,Food,flour mill,M D sure 4kg atta,196,Expense,INR
7/9/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
6/9/2017,Cash,Family,Pocket money,,500,Expense,INR
6/9/2017,Cash,Other,,Pant chain repair,20,Expense,INR
6/9/2017,Saving Bank account 1,Food,snacks,Sweet bread cake 90 + veg puff 2,140,Expense,INR
5/9/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
5/9/2017,Cash,Education,Stationary,Print outs+ Xerox,50,Expense,INR
5/9/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
4/9/2017,Saving Bank account 1,Food,Ice cream,4 cups (2 Vanilla 2 tutifruity),40,Expense,INR
3/9/2017,Saving Bank account 1,Other,,clock cell,15,Expense,INR
3/9/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
1/9/2017,Cash,maid,,,820,Expense,INR
1/9/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
1/9/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/9/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/9/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
1/9/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
31/08/2017 16:31:29,Saving Bank account 2,Other,,Sms charges + GST,17.7,Expense,INR
31/08/2017 10:23:19,Cash,Household,Toiletries,Odonil,60,Expense,INR
31/08/2017 10:22:22,Cash,Household,Kirana,Honey small bottle,10,Expense,INR
31/08/2017 10:22:07,Cash,Household,Kirana,Janeyu,5,Expense,INR
31/08/2017 10:21:37,Cash,Household,Kirana,Nariyal,25,Expense,INR
31/08/2017 06:56:51,Saving Bank account 1,Gpay Reward,,,5,Income,INR
31/08/2017 06:56:39,Saving Bank account 1,Gpay Reward,,,14,Income,INR
31/08/2017 06:56:17,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
30/08/2017 21:59:50,Saving Bank account 1,Health,Medicine,5 Meftal spas,22,Expense,INR
30/08/2017 18:55:32,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
29/08/2017 12:03:54,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640,Expense,INR
28/08/2017 12:06:47,Cash,Tourism,Trip,Misc expense,200,Expense,INR
28/08/2017 12:06:47,Cash,Food,snacks,2 chips packets,20,Expense,INR
27/08/2017 04:44:32,Cash,Tourism,Trip,Misc expense,100,Expense,INR
27/08/2017 04:44:32,Cash,Health,Medicine,Vicks inhaler,59,Expense,INR
27/08/2017 04:44:32,Cash,Transportation,auto,market to resort,200,Expense,INR
26/08/2017 22:17:11,Cash,Food,breakfast,Parle G chota pack,5,Expense,INR
26/08/2017 07:46:28,Saving Bank account 1,Maturity amount,,FD matured,61754,Income,INR
25/08/2017 05:51:28,Cash,Health,Medicine,strepsils 13 pills,39,Expense,INR
24/08/2017 22:31:56,Cash,Transportation,auto,Auto : Mahal to hotel,40,Expense,INR
24/08/2017 22:31:56,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325,Expense,INR
24/08/2017 16:09:59,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000,Expense,INR
24/08/2017 16:09:05,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200,Expense,INR
23/08/2017 14:08:23,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300,Expense,INR
23/08/2017 14:07:44,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850,Expense,INR
22/08/2017 16:11:00,Cash,Family,Pocket money,,5000,Expense,INR
22/08/2017 16:11:00,Cash,Household,Kitchen,Mahanagar Gas connection installation,300,Expense,INR
22/08/2017,Saving Bank account 1,Life Insurance,,,11043,Transfer-Out,INR
22/08/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
21/08/2017 18:02:58,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280,Expense,INR
21/08/2017 18:02:12,Saving Bank account 1,Beauty,grooming,Shaving,50,Expense,INR
21/08/2017 11:59:10,Saving Bank account 1,Food,Grocery,1.5 kg onions,33,Expense,INR
21/08/2017 11:58:05,Saving Bank account 1,Beauty,Accessories,Lens cleaner,80,Expense,INR
21/08/2017 11:52:41,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27,Expense,INR
20/08/2017 21:01:24,Credit Card,Food,Ice cream,Baskin Robbins,166,Expense,INR
20/08/2017 21:00:13,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504,Expense,INR
20/08/2017 20:59:43,Cash,Transportation,auto,BKC to kurla station,60,Expense,INR
20/08/2017 20:58:50,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361,Expense,INR
20/08/2017 20:58:05,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25,Expense,INR
20/08/2017 20:57:31,Cash,Transportation,Train,2 Place 0 to dadar return,60,Expense,INR
20/08/2017 20:57:08,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
20/08/2017 09:37:13,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,48,Expense,INR
20/08/2017 00:08:12,Credit Card,Other,,Mobile cover moto G5 plus,239,Expense,INR
20/08/2017 00:07:49,Credit Card,Household,Furniture,Foldable wardrobe,569,Expense,INR
19/08/2017 11:50:16,Cash,Household,Appliances,2 locks for bags,60,Expense,INR
19/08/2017 11:49:46,Cash,Household,Kirana,Colgate max fresh small,20,Expense,INR
19/08/2017 11:49:24,Cash,Household,Kirana,Dettol sanitizer,45,Expense,INR
19/08/2017 11:48:49,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,217,Expense,INR
18/08/2017 15:33:07,Cash,Family,Pocket money,,100,Expense,INR
17/08/2017 23:22:21,Cash,maid,,,1020,Expense,INR
17/08/2017 19:38:57,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88,Expense,INR
17/08/2017 19:36:33,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45,Expense,INR
15/08/2017 19:36:01,Credit Card,Household,Appliances,Wifi Router TP link,1400,Expense,INR
15/08/2017 12:51:45,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,INR
14/08/2017 20:03:33,Credit Card,Household,Appliances,Steam machine,320,Expense,INR
14/08/2017 11:44:04,Credit Card,Household,Kirana,Biscuits+ onions,112,Expense,INR
12/8/2017,Cash,Festivals,Navratri,Ganpati+ navratri vargani,800,Expense,INR
12/8/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665,Expense,INR
11/8/2017,Cash,Gift,,Rakshabandhan ovalini,500,Expense,INR
11/8/2017,Cash,Transportation,Bus,2 CD to Place 1: shivshahi,470,Expense,INR
11/8/2017,Cash,Transportation,auto,within city,100,Expense,INR
11/8/2017,Cash,Transportation,Bus,2 Place 1 to VN,330,Expense,INR
11/8/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,INR
10/8/2017,Saving Bank account 1,Household,Kirana,Dahi (42) + Vanilla essance (34),76,Expense,INR
10/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
10/8/2017,Saving Bank account 1,Gpay Reward,,,3,Income,INR
10/8/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
9/8/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
9/8/2017,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218,Expense,INR
9/8/2017,Saving Bank account 1,Health,Medicine,Move jel,125,Expense,INR
8/8/2017,Saving Bank account 1,Tourism,Trip,Tours and Travel,43000,Expense,INR
8/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
7/8/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
7/8/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,INR
7/8/2017,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,INR
7/8/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
6/8/2017,Saving Bank account 1,Gpay Reward,,,6,Income,INR
6/8/2017,Cash,Health,Medicine,Vicks VapoRub,22,Expense,INR
6/8/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
6/8/2017,Cash,Household,Kirana,,302,Expense,INR
6/8/2017,Saving Bank account 1,Food,breakfast,krack Jack biscuits,5,Expense,INR
6/8/2017,Saving Bank account 1,Food,Lunch,5 chapati,25,Expense,INR
5/8/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,909,Expense,INR
5/8/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,1145,Expense,INR
5/8/2017,Credit Card,Apparel,Clothing,Family's dresses,989,Expense,INR
5/8/2017,Saving Bank account 1,Health,Medicine,Cinarest,27,Expense,INR
5/8/2017,Cash,Family,Pocket money,Change,100,Expense,INR
5/8/2017,Saving Bank account 1,Health,Hospital,Medical tests - Family,6190,Expense,INR
5/8/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
4/8/2017,Saving Bank account 1,Gpay Reward,,,11,Income,INR
4/8/2017,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999,Expense,INR
4/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,68,Expense,INR
3/8/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,INR
2/8/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,INR
2/8/2017,Saving Bank account 1,Food,snacks,Maggie 1 pck,14,Expense,INR
2/8/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,INR
1/8/2017,Saving Bank account 1,Apparel,Clothing,Myntra - tshirt+ denim shorts,399,Expense,INR
1/8/2017,Cash,Health,Medicine,4 paracetamol tablets,10,Expense,INR
1/8/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/8/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/8/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,INR
1/8/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
31/07/2017 21:14:52,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100,Expense,INR
31/07/2017 12:12:39,Cash,Transportation,auto,ola auto - Current Residence to McD,65,Expense,INR
31/07/2017 09:51:59,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
30/07/2017 21:33:27,Saving Bank account 1,Gpay Reward,,,6,Income,INR
30/07/2017 21:33:27,Cash,Food,Grocery,Dahi 2 packets,20,Expense,INR
30/07/2017 21:33:27,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895,Expense,INR
30/07/2017 15:38:49,Cash,Household,Appliances,Laptop repair,1000,Expense,INR
30/07/2017 15:36:42,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000,Expense,INR
30/07/2017 14:20:18,Cash,Food,snacks,Chicken roll kasha,100,Expense,INR
30/07/2017 14:19:42,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,INR
30/07/2017 07:48:51,Saving Bank account 1,Salary,,From workplace ,61578,Income,INR
29/07/2017 13:30:49,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
29/07/2017 13:30:49,Credit Card,Health,Medicine,Hospital consultation,556,Expense,INR
29/07/2017 09:48:55,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97,Expense,INR
28/07/2017 16:20:14,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
28/07/2017 15:25:34,Credit Card,Health,Medicine,Hospital consultation,167,Expense,INR
28/07/2017 11:31:24,Credit Card,Health,Hospital,Hospital consultation,3050,Expense,INR
28/07/2017 11:31:02,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,INR
28/07/2017 11:30:45,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
27/07/2017 20:33:23,Credit Card,Food,Dinner,Non veg overloaded pizza,215,Expense,INR
27/07/2017 20:05:23,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203,Expense,INR
27/07/2017 06:05:30,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200,Expense,INR
27/07/2017 05:40:08,Recurring Deposit,Maturity amount,,RD2 matured,40326,Income,INR
27/07/2017 05:39:02,Recurring Deposit,Maturity amount,,RD1 matured,40326,Income,INR
26/07/2017 19:31:06,Saving Bank account 1,Tax refund,,,19350,Income,INR
25/07/2017 19:31:06,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000,Expense,INR
24/07/2017 21:52:22,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248,Expense,INR
24/07/2017 10:04:20,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
24/07/2017 10:03:43,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
23/07/2017 16:02:41,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200,Expense,INR
23/07/2017 15:57:31,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065,Expense,INR
23/07/2017 12:30:28,Saving Bank account 1,Food,Grocery,Amul butter,52,Expense,INR
22/07/2017 14:55:35,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
21/07/2017 13:36:14,Saving Bank account 1,Equity Mutual Fund C,,,1000,Transfer-Out,INR
21/07/2017 13:16:01,Saving Bank account 1,Other,,CA  - income tax filing,1000,Expense,INR
21/07/2017 08:46:09,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,INR
20/07/2017 19:32:11,Saving Bank account 1,Food,Grocery,,88,Expense,INR
20/07/2017 19:31:37,Cash,Food,snacks,Puri packet of 50 pcs,50,Expense,INR
20/07/2017 15:14:48,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545,Expense,INR
20/07/2017 12:03:16,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
19/07/2017 08:44:38,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,INR
19/07/2017 08:44:20,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
18/07/2017 21:44:59,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20,Expense,INR
18/07/2017 21:44:29,Saving Bank account 1,Food,Water,5 litres can,70,Expense,INR
18/07/2017 21:02:27,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43,Expense,INR
18/07/2017 21:00:34,Saving Bank account 1,Food,Grocery,potato 1kg,35,Expense,INR
18/07/2017 20:59:33,Saving Bank account 1,Household,Hardware,Pakad,240,Expense,INR
18/07/2017 20:58:55,Saving Bank account 1,Household,Hardware,Umbrella,540,Expense,INR
18/07/2017 20:58:13,Cash,Other,,Hari oil depo coupon,25,Income,INR
18/07/2017 20:55:35,Cash,Food,Grocery,onion 2.5 kg,55,Expense,INR
17/07/2017 22:16:39,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
17/07/2017 22:16:02,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63,Expense,INR
17/07/2017 16:53:08,Saving Bank account 1,Food,beverage,Lemon tea,60,Expense,INR
17/07/2017 16:21:41,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540,Expense,INR
17/07/2017 12:58:38,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40,Expense,INR
15/07/2017 19:01:54,Saving Bank account 1,Food,snacks,Gupta bhel,25,Expense,INR
15/07/2017 13:07:28,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,INR
14/07/2017 20:01:33,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,INR
